csv,case_file,vehicle_id,n_rows_vehicle,time_col,id_col,interface_mode,columns_used,forbidden_guidance_internal_terms_in_used_columns,portable_dwell_reached,portable_strict_like_pass,terminal_reason_available,terminal_reason_ok,close_pass_escape_present,first_confirm_index,max_consecutive_inbox_samples,total_inbox_samples
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c013_hp141p172_vp0p854_combined.csv,b5c013_hp141p172_vp0p854_combined.csv,0,5857,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5851,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c013_hp141p172_vp0p854_combined.csv,b5c013_hp141p172_vp0p854_combined.csv,1,5832,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5826,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c013_hp141p172_vp0p854_combined.csv,b5c013_hp141p172_vp0p854_combined.csv,2,5815,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5809,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c014_hp190p148_vm1p949_combined.csv,b5c014_hp190p148_vm1p949_combined.csv,0,5839,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5833,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c014_hp190p148_vm1p949_combined.csv,b5c014_hp190p148_vm1p949_combined.csv,1,5837,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5831,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c014_hp190p148_vm1p949_combined.csv,b5c014_hp190p148_vm1p949_combined.csv,2,5819,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5813,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c015_hp468p756_vp8p881_combined.csv,b5c015_hp468p756_vp8p881_combined.csv,0,5858,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5851,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c015_hp468p756_vp8p881_combined.csv,b5c015_hp468p756_vp8p881_combined.csv,1,5839,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5832,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c015_hp468p756_vp8p881_combined.csv,b5c015_hp468p756_vp8p881_combined.csv,2,5820,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5812,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c016_hp86p233_vm5p063_combined.csv,b5c016_hp86p233_vm5p063_combined.csv,0,5855,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5849,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c016_hp86p233_vm5p063_combined.csv,b5c016_hp86p233_vm5p063_combined.csv,1,5825,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5819,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c016_hp86p233_vm5p063_combined.csv,b5c016_hp86p233_vm5p063_combined.csv,2,5803,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5797,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c017_hp492p240_vp1p120_combined.csv,b5c017_hp492p240_vp1p120_combined.csv,0,5866,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5860,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c017_hp492p240_vp1p120_combined.csv,b5c017_hp492p240_vp1p120_combined.csv,1,5836,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5830,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c017_hp492p240_vp1p120_combined.csv,b5c017_hp492p240_vp1p120_combined.csv,2,5824,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5817,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c018_hp343p939_vp1p764_combined.csv,b5c018_hp343p939_vp1p764_combined.csv,0,5857,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5851,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c018_hp343p939_vp1p764_combined.csv,b5c018_hp343p939_vp1p764_combined.csv,1,5836,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5829,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c018_hp343p939_vp1p764_combined.csv,b5c018_hp343p939_vp1p764_combined.csv,2,5820,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5813,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c019_hp61p117_vp1p056_combined.csv,b5c019_hp61p117_vp1p056_combined.csv,0,5858,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5852,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c019_hp61p117_vp1p056_combined.csv,b5c019_hp61p117_vp1p056_combined.csv,1,5829,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5823,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c019_hp61p117_vp1p056_combined.csv,b5c019_hp61p117_vp1p056_combined.csv,2,5817,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5810,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c020_hp21p581_vm9p979_combined.csv,b5c020_hp21p581_vm9p979_combined.csv,0,5910,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,False,False,True,False,True,-1,0,0
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c020_hp21p581_vm9p979_combined.csv,b5c020_hp21p581_vm9p979_combined.csv,1,5822,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5816,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c020_hp21p581_vm9p979_combined.csv,b5c020_hp21p581_vm9p979_combined.csv,2,5805,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5799,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c021_hp9p864_vp0p067_combined.csv,b5c021_hp9p864_vp0p067_combined.csv,0,5857,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5851,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c021_hp9p864_vp0p067_combined.csv,b5c021_hp9p864_vp0p067_combined.csv,1,5830,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5824,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c021_hp9p864_vp0p067_combined.csv,b5c021_hp9p864_vp0p067_combined.csv,2,5820,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5814,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c022_hp44p606_vm9p298_combined.csv,b5c022_hp44p606_vm9p298_combined.csv,0,5858,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5852,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c022_hp44p606_vm9p298_combined.csv,b5c022_hp44p606_vm9p298_combined.csv,1,5829,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5824,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c022_hp44p606_vm9p298_combined.csv,b5c022_hp44p606_vm9p298_combined.csv,2,5817,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5811,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c023_hp48p334_vp0p483_combined.csv,b5c023_hp48p334_vp0p483_combined.csv,0,5843,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5837,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c023_hp48p334_vp0p483_combined.csv,b5c023_hp48p334_vp0p483_combined.csv,1,5834,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5828,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c023_hp48p334_vp0p483_combined.csv,b5c023_hp48p334_vp0p483_combined.csv,2,5803,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5797,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c024_hp316p252_vm5p690_combined.csv,b5c024_hp316p252_vm5p690_combined.csv,0,5849,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5843,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c024_hp316p252_vm5p690_combined.csv,b5c024_hp316p252_vm5p690_combined.csv,1,5837,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5831,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c024_hp316p252_vm5p690_combined.csv,b5c024_hp316p252_vm5p690_combined.csv,2,5812,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5806,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c025_hp457p541_vm6p362_combined.csv,b5c025_hp457p541_vm6p362_combined.csv,0,5856,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5850,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c025_hp457p541_vm6p362_combined.csv,b5c025_hp457p541_vm6p362_combined.csv,1,5840,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5834,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c025_hp457p541_vm6p362_combined.csv,b5c025_hp457p541_vm6p362_combined.csv,2,5822,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5816,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c026_hp216p564_vp2p798_combined.csv,b5c026_hp216p564_vp2p798_combined.csv,0,5851,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5845,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c026_hp216p564_vp2p798_combined.csv,b5c026_hp216p564_vp2p798_combined.csv,1,5829,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5822,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c026_hp216p564_vp2p798_combined.csv,b5c026_hp216p564_vp2p798_combined.csv,2,5805,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5798,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c027_hp312p051_vm5p900_combined.csv,b5c027_hp312p051_vm5p900_combined.csv,0,5857,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5851,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c027_hp312p051_vm5p900_combined.csv,b5c027_hp312p051_vm5p900_combined.csv,1,5834,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5828,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c027_hp312p051_vm5p900_combined.csv,b5c027_hp312p051_vm5p900_combined.csv,2,5824,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5818,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c028_hp98p422_vm4p869_combined.csv,b5c028_hp98p422_vm4p869_combined.csv,0,5849,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5843,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c028_hp98p422_vm4p869_combined.csv,b5c028_hp98p422_vm4p869_combined.csv,1,5826,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5819,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c028_hp98p422_vm4p869_combined.csv,b5c028_hp98p422_vm4p869_combined.csv,2,5810,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5804,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c029_hp283p266_vp6p772_combined.csv,b5c029_hp283p266_vp6p772_combined.csv,0,5855,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5848,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c029_hp283p266_vp6p772_combined.csv,b5c029_hp283p266_vp6p772_combined.csv,1,5823,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5816,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c029_hp283p266_vp6p772_combined.csv,b5c029_hp283p266_vp6p772_combined.csv,2,5809,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5802,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c030_hp86p638_vm0p242_combined.csv,b5c030_hp86p638_vm0p242_combined.csv,0,5852,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5846,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c030_hp86p638_vm0p242_combined.csv,b5c030_hp86p638_vm0p242_combined.csv,1,5834,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5827,5,5
