source_csv,stage,case_id,vehicle_id,delta_h0_m,delta_v0_mps,inside_u3,combined_source,source_n_rows_total,schema_ok,replayed_dwell,terminal_reason_ok,terminal_reason_available,success_flag_any,success_flag_available,close_pass_any,strict_success,n_rows,first_confirm_index,min_abs_h_error,min_abs_v_error,min_abs_s_error,notes
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c000_hp471p766_vm9p217\hp471p766m_vm9p21737mps_sp2deg\phase2_B5A_hp471p766m_vm9p21737mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp471p766m_vm9p21737mps_sp2deg_by_vehicle,2,471.766,-9.217,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c002_hp147p164_vp7p682\hp147p164m_vp7p68177mps_sp2deg\phase2_B5A_hp147p164m_vp7p68177mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp147p164m_vp7p68177mps_sp2deg_by_vehicle,0,147.164,7.682,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c002_hp147p164_vp7p682\hp147p164m_vp7p68177mps_sp2deg\phase2_B5A_hp147p164m_vp7p68177mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp147p164m_vp7p68177mps_sp2deg_by_vehicle,1,147.164,7.682,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c002_hp147p164_vp7p682\hp147p164m_vp7p68177mps_sp2deg\phase2_B5A_hp147p164m_vp7p68177mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp147p164m_vp7p68177mps_sp2deg_by_vehicle,2,147.164,7.682,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c001_hp392p403_vm2p262\hp392p403m_vm2p26165mps_sp2deg\phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_by_vehicle,0,392.403,-2.262,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c001_hp392p403_vm2p262\hp392p403m_vm2p26165mps_sp2deg\phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_by_vehicle,1,392.403,-2.262,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c001_hp392p403_vm2p262\hp392p403m_vm2p26165mps_sp2deg\phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_by_vehicle,2,392.403,-2.262,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c003_hp434p666_vm9p076\hp434p666m_vm9p07585mps_sp2deg\phase2_B5A_hp434p666m_vm9p07585mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp434p666m_vm9p07585mps_sp2deg_by_vehicle,0,434.666,-9.076,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c003_hp434p666_vm9p076\hp434p666m_vm9p07585mps_sp2deg\phase2_B5A_hp434p666m_vm9p07585mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp434p666m_vm9p07585mps_sp2deg_by_vehicle,1,434.666,-9.076,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c003_hp434p666_vm9p076\hp434p666m_vm9p07585mps_sp2deg\phase2_B5A_hp434p666m_vm9p07585mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp434p666m_vm9p07585mps_sp2deg_by_vehicle,2,434.666,-9.076,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_1deg\phase2_B3A_spread_1deg_by_vehicle.csv,B3,phase2_B3A_spread_1deg_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_1deg\phase2_B3A_spread_1deg_by_vehicle.csv,B3,phase2_B3A_spread_1deg_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_1deg\phase2_B3A_spread_1deg_by_vehicle.csv,B3,phase2_B3A_spread_1deg_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_1deg\mis0\phase2_B1_by_vehicle.csv,B3,phase2_B1_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_1deg\mis0\phase2_B1_by_vehicle.csv,B3,phase2_B1_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_1deg\mis1\phase2_B1_by_vehicle.csv,B3,phase2_B1_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c049_hp64p217_vp6p242\hp64p2172m_vp6p24229mps_sp2deg\mis1\phase2_B1_by_vehicle.csv,B5D,phase2_B1_by_vehicle,1,64.217,6.242,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c049_hp64p217_vp6p242\hp64p2172m_vp6p24229mps_sp2deg\mis1\phase2_B1_by_vehicle.csv,B5D,phase2_B1_by_vehicle,2,64.217,6.242,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c049_hp64p217_vp6p242\hp64p2172m_vp6p24229mps_sp2deg\mis2\phase2_B1_by_vehicle.csv,B5D,phase2_B1_by_vehicle,0,64.217,6.242,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c049_hp64p217_vp6p242\phase2_B5A_by_vehicle_all.csv,B5D,phase2_B5A_by_vehicle_all,2,64.217,6.242,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c006_hp235p530_vm19p076\hp235p53m_vm19p0758mps_sp2deg\phase2_B5A_hp235p53m_vm19p0758mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp235p53m_vm19p0758mps_sp2deg_by_vehicle,0,235.53,-19.076,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B2_exact_single_report\mis0\phase2_B1_by_vehicle.csv,B2,phase2_B1_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B2_exact_single_report\mis1\phase2_B1_by_vehicle.csv,B2,phase2_B1_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B2_exact_single_report\mis1\phase2_B1_by_vehicle.csv,B2,phase2_B1_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\PHASE2_B2_EXACT_SINGLE_PASS_FREEZE\phase2_B2_by_vehicle.csv,B2,phase2_B2_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\PHASE2_B2_EXACT_SINGLE_PASS_FREEZE\phase2_B2_by_vehicle.csv,B2,phase2_B2_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\PHASE2_B2_EXACT_SINGLE_PASS_FREEZE\phase2_B2_by_vehicle.csv,B2,phase2_B2_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c007_hp447p399_vm2p791\hp447p399m_vm2p79102mps_sp2deg\phase2_B5A_hp447p399m_vm2p79102mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp447p399m_vm2p79102mps_sp2deg_by_vehicle,1,447.399,-2.791,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c007_hp447p399_vm2p791\hp447p399m_vm2p79102mps_sp2deg\phase2_B5A_hp447p399m_vm2p79102mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp447p399m_vm2p79102mps_sp2deg_by_vehicle,2,447.399,-2.791,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c006_hp235p530_vm19p076\hp235p53m_vm19p0758mps_sp2deg\phase2_B5A_hp235p53m_vm19p0758mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp235p53m_vm19p0758mps_sp2deg_by_vehicle,1,235.53,-19.076,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c006_hp235p530_vm19p076\hp235p53m_vm19p0758mps_sp2deg\phase2_B5A_hp235p53m_vm19p0758mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp235p53m_vm19p0758mps_sp2deg_by_vehicle,2,235.53,-19.076,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c008_hp195p154_vm9p360\hp195p154m_vm9p35963mps_sp2deg\phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_by_vehicle,0,195.154,-9.36,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c008_hp195p154_vm9p360\hp195p154m_vm9p35963mps_sp2deg\phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_by_vehicle,1,195.154,-9.36,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c008_hp195p154_vm9p360\hp195p154m_vm9p35963mps_sp2deg\phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_by_vehicle,2,195.154,-9.36,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c007_hp447p399_vm2p791\hp447p399m_vm2p79102mps_sp2deg\phase2_B5A_hp447p399m_vm2p79102mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp447p399m_vm2p79102mps_sp2deg_by_vehicle,0,447.399,-2.791,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c009_hp325p987_vm9p589\hp325p987m_vm9p58915mps_sp2deg\phase2_B5A_hp325p987m_vm9p58915mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp325p987m_vm9p58915mps_sp2deg_by_vehicle,0,325.987,-9.589,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c009_hp325p987_vm9p589\hp325p987m_vm9p58915mps_sp2deg\phase2_B5A_hp325p987m_vm9p58915mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp325p987m_vm9p58915mps_sp2deg_by_vehicle,1,325.987,-9.589,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c009_hp325p987_vm9p589\hp325p987m_vm9p58915mps_sp2deg\phase2_B5A_hp325p987m_vm9p58915mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp325p987m_vm9p58915mps_sp2deg_by_vehicle,2,325.987,-9.589,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c010_hp253p790_vm8p872\hp253p79m_vm8p87193mps_sp2deg\phase2_B5A_hp253p79m_vm8p87193mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp253p79m_vm8p87193mps_sp2deg_by_vehicle,0,253.79,-8.872,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c010_hp253p790_vm8p872\hp253p79m_vm8p87193mps_sp2deg\phase2_B5A_hp253p79m_vm8p87193mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp253p79m_vm8p87193mps_sp2deg_by_vehicle,1,253.79,-8.872,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c010_hp253p790_vm8p872\hp253p79m_vm8p87193mps_sp2deg\phase2_B5A_hp253p79m_vm8p87193mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp253p79m_vm8p87193mps_sp2deg_by_vehicle,2,253.79,-8.872,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c011_hp27p601_vm12p488\hp27p6014m_vm12p4877mps_sp2deg\phase2_B5A_hp27p6014m_vm12p4877mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp27p6014m_vm12p4877mps_sp2deg_by_vehicle,0,27.601,-12.488,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c011_hp27p601_vm12p488\hp27p6014m_vm12p4877mps_sp2deg\phase2_B5A_hp27p6014m_vm12p4877mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp27p6014m_vm12p4877mps_sp2deg_by_vehicle,1,27.601,-12.488,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c011_hp27p601_vm12p488\hp27p6014m_vm12p4877mps_sp2deg\phase2_B5A_hp27p6014m_vm12p4877mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp27p6014m_vm12p4877mps_sp2deg_by_vehicle,2,27.601,-12.488,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c012_hp420p482_vp4p545\hp420p482m_vp4p54463mps_sp2deg\phase2_B5A_hp420p482m_vp4p54463mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp420p482m_vp4p54463mps_sp2deg_by_vehicle,0,420.482,4.545,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c012_hp420p482_vp4p545\hp420p482m_vp4p54463mps_sp2deg\phase2_B5A_hp420p482m_vp4p54463mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp420p482m_vp4p54463mps_sp2deg_by_vehicle,1,420.482,4.545,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c012_hp420p482_vp4p545\hp420p482m_vp4p54463mps_sp2deg\phase2_B5A_hp420p482m_vp4p54463mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp420p482m_vp4p54463mps_sp2deg_by_vehicle,2,420.482,4.545,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c013_hp333p663_vm5p882\hp333p663m_vm5p88237mps_sp2deg\phase2_B5A_hp333p663m_vm5p88237mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp333p663m_vm5p88237mps_sp2deg_by_vehicle,0,333.663,-5.882,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c013_hp333p663_vm5p882\hp333p663m_vm5p88237mps_sp2deg\phase2_B5A_hp333p663m_vm5p88237mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp333p663m_vm5p88237mps_sp2deg_by_vehicle,1,333.663,-5.882,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c013_hp333p663_vm5p882\hp333p663m_vm5p88237mps_sp2deg\phase2_B5A_hp333p663m_vm5p88237mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp333p663m_vm5p88237mps_sp2deg_by_vehicle,2,333.663,-5.882,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c015_hp122p534_vm2p974\hp122p534m_vm2p97359mps_sp2deg\phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_by_vehicle,1,122.534,-2.974,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c015_hp122p534_vm2p974\hp122p534m_vm2p97359mps_sp2deg\phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_by_vehicle,2,122.534,-2.974,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c014_hp484p922_vp5p208\hp484p922m_vp5p20782mps_sp2deg\phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_by_vehicle,0,484.922,5.208,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c014_hp484p922_vp5p208\hp484p922m_vp5p20782mps_sp2deg\phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_by_vehicle,1,484.922,5.208,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c014_hp484p922_vp5p208\hp484p922m_vp5p20782mps_sp2deg\phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_by_vehicle,2,484.922,5.208,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c016_hp477p976_vp3p569\hp477p976m_vp3p56853mps_sp2deg\phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_by_vehicle,0,477.976,3.569,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c016_hp477p976_vp3p569\hp477p976m_vp3p56853mps_sp2deg\phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_by_vehicle,1,477.976,3.569,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c016_hp477p976_vp3p569\hp477p976m_vp3p56853mps_sp2deg\phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_by_vehicle,2,477.976,3.569,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c015_hp122p534_vm2p974\hp122p534m_vm2p97359mps_sp2deg\phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_by_vehicle,0,122.534,-2.974,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c017_hp184p675_vm5p902\hp184p675m_vm5p90229mps_sp2deg\phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_by_vehicle,0,184.675,-5.902,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c017_hp184p675_vm5p902\hp184p675m_vm5p90229mps_sp2deg\phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_by_vehicle,1,184.675,-5.902,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c017_hp184p675_vm5p902\hp184p675m_vm5p90229mps_sp2deg\phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_by_vehicle,2,184.675,-5.902,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c019_hp357p148_vm8p056\hp357p148m_vm8p05586mps_sp2deg\phase2_B5A_hp357p148m_vm8p05586mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp357p148m_vm8p05586mps_sp2deg_by_vehicle,1,357.148,-8.056,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c019_hp357p148_vm8p056\hp357p148m_vm8p05586mps_sp2deg\phase2_B5A_hp357p148m_vm8p05586mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp357p148m_vm8p05586mps_sp2deg_by_vehicle,2,357.148,-8.056,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c018_hp258p913_vp7p057\hp258p913m_vp7p0568mps_sp2deg\phase2_B5A_hp258p913m_vp7p0568mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp258p913m_vp7p0568mps_sp2deg_by_vehicle,0,258.913,7.057,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c018_hp258p913_vp7p057\hp258p913m_vp7p0568mps_sp2deg\phase2_B5A_hp258p913m_vp7p0568mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp258p913m_vp7p0568mps_sp2deg_by_vehicle,1,258.913,7.057,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c018_hp258p913_vp7p057\hp258p913m_vp7p0568mps_sp2deg\phase2_B5A_hp258p913m_vp7p0568mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp258p913m_vp7p0568mps_sp2deg_by_vehicle,2,258.913,7.057,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c019_hp357p148_vm8p056\hp357p148m_vm8p05586mps_sp2deg\phase2_B5A_hp357p148m_vm8p05586mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp357p148m_vm8p05586mps_sp2deg_by_vehicle,0,357.148,-8.056,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c022_hp46p566_vm17p262\hp46p566m_vm17p2617mps_sp2deg\phase2_B5A_hp46p566m_vm17p2617mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp46p566m_vm17p2617mps_sp2deg_by_vehicle,0,46.566,-17.262,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c022_hp46p566_vm17p262\hp46p566m_vm17p2617mps_sp2deg\phase2_B5A_hp46p566m_vm17p2617mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp46p566m_vm17p2617mps_sp2deg_by_vehicle,1,46.566,-17.262,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c022_hp46p566_vm17p262\hp46p566m_vm17p2617mps_sp2deg\phase2_B5A_hp46p566m_vm17p2617mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp46p566m_vm17p2617mps_sp2deg_by_vehicle,2,46.566,-17.262,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c024_hp89p592_vm2p948\hp89p5916m_vm2p94839mps_sp2deg\phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_by_vehicle,0,89.592,-2.948,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c024_hp89p592_vm2p948\hp89p5916m_vm2p94839mps_sp2deg\phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_by_vehicle,1,89.592,-2.948,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c024_hp89p592_vm2p948\hp89p5916m_vm2p94839mps_sp2deg\phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_by_vehicle,2,89.592,-2.948,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c025_hp301p310_vp8p988\hp301p31m_vp8p98796mps_sp2deg\phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_by_vehicle,0,301.31,8.988,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c025_hp301p310_vp8p988\hp301p31m_vp8p98796mps_sp2deg\phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_by_vehicle,2,301.31,8.988,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
