source_csv,stage,case_id,vehicle_id,delta_h0_m,delta_v0_mps,inside_u3,combined_source,source_n_rows_total,schema_ok,replayed_dwell,terminal_reason_ok,terminal_reason_available,success_flag_any,success_flag_available,close_pass_any,strict_success,n_rows,first_confirm_index,min_abs_h_error,min_abs_v_error,min_abs_s_error,notes
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc006_hp143p865_vm0p634\phase2_B5A_by_case.csv,B5A,mc006_hp143p865_vm0p634,0,143.865,-0.634,True,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc005_hm129p202_vp5p606\phase2_B5A_by_case.csv,B5A,mc005_hm129p202_vp5p606,0,-129.202,5.606,False,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc004_hm371p886_vm22p977\phase2_B5A_by_case.csv,B5A,mc004_hm371p886_vm22p977,0,-371.886,-22.977,False,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc003_hp261p140_vm2p836\phase2_B5A_by_case.csv,B5A,mc003_hp261p140_vm2p836,0,261.14,-2.836,True,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc002_hm405p823_vp8p537\phase2_B5A_by_case.csv,B5A,mc002_hm405p823_vp8p537,0,-405.823,8.537,False,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc001_hp358p598_vm8p158\phase2_B5A_by_case.csv,B5A,mc001_hp358p598_vm8p158,0,358.598,-8.158,True,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc000_hp273p956_vm23p667\phase2_B5A_by_case.csv,B5A,mc000_hp273p956_vm23p667,0,273.956,-23.667,False,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B1E_exact_single_report\phase2_B1_by_vehicle.csv,B1,phase2_B1E_exact_single_report,1,,,,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5E_mis0_corner_robustness_refinement_rescue_soft_first\phase2_B5E_by_run_partial.csv,B5E,phase2_B5E_mis0_corner_robustness_refinement_rescue_soft_first,0,,,,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\v8_2_baseline_compare\taem_compare_by_vehicle.csv,UNKNOWN,v8_2_baseline_compare,1,,,,False,1,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp30mps_sp2deg\phase2_B5A_hm500m_vp30mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp30mps_sp2deg_by_vehicle,0,-500.0,30.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B6_bounded_universality_evidence_pack\phase2_B6_campaign_summary.csv,UNKNOWN,phase2_B6_bounded_universality_evidence_pack,0,,,,False,3,False,False,False,False,False,False,False,False,3,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_4deg\phase2_B3A_spread_4deg_by_vehicle.csv,B3,phase2_B3A_spread_4deg_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_4deg\phase2_B3A_spread_4deg_by_vehicle.csv,B3,phase2_B3A_spread_4deg_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\spread_4deg\phase2_B3A_spread_4deg_by_vehicle.csv,B3,phase2_B3A_spread_4deg_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_4\phase2_B3B_dwell_4_by_vehicle.csv,B3,phase2_B3B_dwell_4_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_4\phase2_B3B_dwell_4_by_vehicle.csv,B3,phase2_B3B_dwell_4_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_4\phase2_B3B_dwell_4_by_vehicle.csv,B3,phase2_B3B_dwell_4_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_5\phase2_B3B_dwell_5_by_vehicle.csv,B3,phase2_B3B_dwell_5_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_5\phase2_B3B_dwell_5_by_vehicle.csv,B3,phase2_B3B_dwell_5_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_3\phase2_B3B_dwell_3_by_vehicle.csv,B3,phase2_B3B_dwell_3_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_3\phase2_B3B_dwell_3_by_vehicle.csv,B3,phase2_B3B_dwell_3_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_3\phase2_B3B_dwell_3_by_vehicle.csv,B3,phase2_B3B_dwell_3_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_run_dwell_report\dwell_5\phase2_B3B_dwell_5_by_vehicle.csv,B3,phase2_B3B_dwell_5_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hm500m_vm50mps_sp2deg\phase2_B5A_hm500m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vm50mps_sp2deg_by_vehicle,0,-500.0,-50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hm500m_vm50mps_sp2deg\phase2_B5A_hm500m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vm50mps_sp2deg_by_vehicle,1,-500.0,-50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hm500m_vm50mps_sp2deg\phase2_B5A_hm500m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vm50mps_sp2deg_by_vehicle,2,-500.0,-50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hm500m_vz0mps_sp2deg\phase2_B5A_hm500m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vz0mps_sp2deg_by_vehicle,0,-500.0,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hm500m_vz0mps_sp2deg\phase2_B5A_hm500m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vz0mps_sp2deg_by_vehicle,1,-500.0,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hm500m_vz0mps_sp2deg\phase2_B5A_hm500m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vz0mps_sp2deg_by_vehicle,2,-500.0,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hp500m_vz0mps_sp2deg\phase2_B5A_hp500m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vz0mps_sp2deg_by_vehicle,0,500.0,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hp500m_vz0mps_sp2deg\phase2_B5A_hp500m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vz0mps_sp2deg_by_vehicle,1,500.0,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hp500m_vz0mps_sp2deg\phase2_B5A_hp500m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vz0mps_sp2deg_by_vehicle,2,500.0,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hp500m_vm50mps_sp2deg\phase2_B5A_hp500m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vm50mps_sp2deg_by_vehicle,0,500.0,-50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hp500m_vm50mps_sp2deg\phase2_B5A_hp500m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vm50mps_sp2deg_by_vehicle,1,500.0,-50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hp500m_vm50mps_sp2deg\phase2_B5A_hp500m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vm50mps_sp2deg_by_vehicle,2,500.0,-50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hz0m_vz0mps_sp2deg\phase2_B5A_hz0m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hz0m_vz0mps_sp2deg_by_vehicle,0,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hz0m_vz0mps_sp2deg\phase2_B5A_hz0m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hz0m_vz0mps_sp2deg_by_vehicle,1,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hz0m_vz0mps_sp2deg\phase2_B5A_hz0m_vz0mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hz0m_vz0mps_sp2deg_by_vehicle,2,,,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hz0m_vm50mps_sp2deg\phase2_B5A_hz0m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hz0m_vm50mps_sp2deg_by_vehicle,0,,-50.0,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hz0m_vm50mps_sp2deg\phase2_B5A_hz0m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hz0m_vm50mps_sp2deg_by_vehicle,1,,-50.0,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\hz0m_vm50mps_sp2deg\phase2_B5A_hz0m_vm50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hz0m_vm50mps_sp2deg_by_vehicle,2,,-50.0,,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp10mps_sp2deg\phase2_B5A_hm500m_vp10mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp10mps_sp2deg_by_vehicle,0,-500.0,10.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp10mps_sp2deg\phase2_B5A_hm500m_vp10mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp10mps_sp2deg_by_vehicle,1,-500.0,10.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp10mps_sp2deg\phase2_B5A_hm500m_vp10mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp10mps_sp2deg_by_vehicle,2,-500.0,10.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp20mps_sp2deg\phase2_B5A_hm500m_vp20mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp20mps_sp2deg_by_vehicle,0,-500.0,20.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp20mps_sp2deg\phase2_B5A_hm500m_vp20mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp20mps_sp2deg_by_vehicle,1,-500.0,20.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp20mps_sp2deg\phase2_B5A_hm500m_vp20mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp20mps_sp2deg_by_vehicle,2,-500.0,20.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp50mps_sp2deg\phase2_B5A_hm500m_vp50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp50mps_sp2deg_by_vehicle,0,-500.0,50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp50mps_sp2deg\phase2_B5A_hm500m_vp50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp50mps_sp2deg_by_vehicle,1,-500.0,50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp50mps_sp2deg\phase2_B5A_hm500m_vp50mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp50mps_sp2deg_by_vehicle,2,-500.0,50.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp30mps_sp2deg\phase2_B5A_hm500m_vp30mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp30mps_sp2deg_by_vehicle,1,-500.0,30.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp30mps_sp2deg\phase2_B5A_hm500m_vp30mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp30mps_sp2deg_by_vehicle,2,-500.0,30.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp10mps_sp2deg\phase2_B5A_hp500m_vp10mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp10mps_sp2deg_by_vehicle,0,500.0,10.0,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp10mps_sp2deg\phase2_B5A_hp500m_vp10mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp10mps_sp2deg_by_vehicle,1,500.0,10.0,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp10mps_sp2deg\phase2_B5A_hp500m_vp10mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp10mps_sp2deg_by_vehicle,2,500.0,10.0,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp40mps_sp2deg\phase2_B5A_hm500m_vp40mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp40mps_sp2deg_by_vehicle,0,-500.0,40.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp40mps_sp2deg\phase2_B5A_hm500m_vp40mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp40mps_sp2deg_by_vehicle,1,-500.0,40.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hm500m_vp40mps_sp2deg\phase2_B5A_hm500m_vp40mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hm500m_vp40mps_sp2deg_by_vehicle,2,-500.0,40.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp40mps_sp2deg\phase2_B5A_hp500m_vp40mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp40mps_sp2deg_by_vehicle,0,500.0,40.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp40mps_sp2deg\phase2_B5A_hp500m_vp40mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp40mps_sp2deg_by_vehicle,1,500.0,40.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp40mps_sp2deg\phase2_B5A_hp500m_vp40mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp40mps_sp2deg_by_vehicle,2,500.0,40.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp20mps_sp2deg\phase2_B5A_hp500m_vp20mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp20mps_sp2deg_by_vehicle,0,500.0,20.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\hp500m_vp20mps_sp2deg\phase2_B5A_hp500m_vp20mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp500m_vp20mps_sp2deg_by_vehicle,1,500.0,20.0,False,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
